mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Vti1a,VTI1A,A_secondary_validated,KO_blocks_maturation,3.2566610216293936,3.2566610216293936,0.0,hypertrophic,hypertrophic,resting,5.0,antibody-accessible,,"inhibit (delay hypertrophic transition, prolong growth window)"
Acvr1,ACVR1,A_secondary_validated,KO_promotes_maturation,3.246858337757488,5.146858337757488,1.9,shared,resting,proliferative,1.0,enzyme; kinase,mouse phenotype includes growth-plate disorganisation/fusion/dwarfism; annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sufu,SUFU,A_secondary_validated,KO_promotes_maturation,3.228398075952424,4.528398075952423,1.3,shared,hypertrophic,perichondrium,5.0,small-molecule pocket,multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arnt,ARNT,A_secondary_validated,KO_promotes_maturation,3.001587757330234,4.723016328758805,1.7214285714285715,shared,resting,resting,1.0,small-molecule pocket,multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp2b1,ATP2B1,A_secondary_validated,KO_blocks_maturation,2.982040785900171,2.982040785900171,0.0,shared,resting,prehypertrophic,1.0,antibody-accessible,,"inhibit (delay hypertrophic transition, prolong growth window)"
Cop1,COP1,A_secondary_validated,KO_blocks_maturation,2.935538240533192,3.735538240533192,0.8,,,,2.0,enzyme; transferase,essential in a substantial minority of DepMap screens,"inhibit (delay hypertrophic transition, prolong growth window)"
Cbfb,CBFB,A_secondary_validated,KO_blocks_maturation,2.838914098005477,3.638914098005477,0.8,shared,hypertrophic,proliferative,2.0,small-molecule pocket,essential in a substantial minority of DepMap screens,"inhibit (delay hypertrophic transition, prolong growth window)"
Suv39h1,SUV39H1,A_secondary_validated,KO_promotes_maturation,2.808046903573633,4.108046903573633,1.3,proliferative,proliferative,resting,,epigenetic; transferase,chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kdm2a,KDM2A,A_secondary_validated,KO_blocks_maturation,2.7510962343523357,4.751096234352335,2.0,shared,hypertrophic,hypertrophic,6.0,epigenetic,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; chromatin/epigenetic machinery - broad transcriptional liability,"inhibit (delay hypertrophic transition, prolong growth window)"
Hdac5,HDAC5,A_secondary_validated,KO_promotes_maturation,2.7089851780862784,4.408985178086279,1.7000000000000002,hypertrophic,resting,perichondrium,2.0,epigenetic,chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bptf,BPTF,A_secondary_validated,KO_blocks_maturation,2.616540253875126,4.616540253875126,2.0,shared,resting,perichondrium,7.0,epigenetic,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; chromatin/epigenetic machinery - broad transcriptional liability,"inhibit (delay hypertrophic transition, prolong growth window)"
Arrb2,ARRB2,A_secondary_validated,KO_promotes_maturation,2.4881655855014104,3.8310227283585534,1.342857142857143,hypertrophic,hypertrophic,perichondrium,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fkbp1a,FKBP1A,A_secondary_validated,KO_promotes_maturation,2.4180845417276933,5.118084541727693,2.7,shared,hypertrophic,perichondrium,3.0,enzyme; isomerase,essential in a substantial minority of DepMap screens; available compounds carry black-box warnings; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rxfp2,RXFP2,B_primary_reproducible,KO_promotes_maturation,2.381999268888605,3.1819992688886054,0.8,proliferative,resting,hypertrophic,,gpcr; membrane receptor; receptor,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gpr12,GPR12,B_primary_reproducible,KO_promotes_maturation,2.3703250348732583,3.1703250348732586,0.8,shared,proliferative,perichondrium,2.0,membrane receptor; receptor,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gcgr,GCGR,B_primary_reproducible,KO_promotes_maturation,2.325541699045721,3.5255416990457213,1.2000000000000002,shared,resting,hypertrophic,,gpcr; membrane receptor; receptor,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gnas,GNAS,A_secondary_validated,KO_promotes_maturation,2.3048330572663493,3.604833057266349,1.3,proliferative,resting,prehypertrophic,14.0,,annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp2r5d,PPP2R5D,A_secondary_validated,KO_promotes_maturation,2.264334535289336,3.564334535289335,1.3,shared,proliferative,perichondrium,4.0,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aldh2,ALDH2,A_secondary_validated,KO_promotes_maturation,2.1901578628266267,4.511586434255198,2.321428571428572,proliferative,resting,prehypertrophic,3.0,enzyme; oxidoreductase,available compounds carry black-box warnings; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slco2b1,SLCO2B1,B_primary_reproducible,KO_promotes_maturation,2.127668968203736,3.427668968203736,1.3,hypertrophic,hypertrophic,hypertrophic,1.0,transporter,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptges,PTGES,B_primary_reproducible,KO_promotes_maturation,2.051495598286759,3.794352741143902,1.742857142857143,hypertrophic,hypertrophic,hypertrophic,,enzyme; isomerase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
P4hb,P4HB,B_primary_reproducible,KO_promotes_maturation,1.97059381457894,3.27059381457894,1.3,proliferative,hypertrophic,hypertrophic,,enzyme; isomerase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itgb1,ITGB1,B_primary_reproducible,KO_promotes_maturation,1.9592480567773711,3.259248056777371,1.3,hypertrophic,hypertrophic,hypertrophic,,membrane receptor; receptor,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Akap13,AKAP13,B_primary_reproducible,KO_promotes_maturation,1.8676508019916835,3.167650801991684,1.3,hypertrophic,resting,hypertrophic,13.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcns1,KCNS1,B_primary_reproducible,KO_promotes_maturation,1.7314918039355744,3.0314918039355745,1.3,proliferative,resting,hypertrophic,1.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eed,EED,A_secondary_validated,KO_promotes_maturation,1.6361440942431429,4.436144094243143,2.8,proliferative,hypertrophic,proliferative,4.0,small-molecule pocket,essential in a substantial minority of DepMap screens; mouse phenotype includes growth-plate disorganisation/fusion/dwarfism; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hdac7,HDAC7,B_primary_reproducible,KO_promotes_maturation,1.5995021474675888,2.899502147467589,1.3,hypertrophic,resting,perichondrium,2.0,epigenetic,chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Msh2,MSH2,B_primary_reproducible,KO_promotes_maturation,1.5750599227118325,2.8750599227118325,1.3,proliferative,proliferative,perichondrium,3.0,small-molecule pocket,multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rpl29,RPL29,B_primary_reproducible,KO_promotes_maturation,1.5302214191048045,2.8302214191048045,1.3,proliferative,,prehypertrophic,2.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lamc1,LAMC1,B_primary_reproducible,KO_promotes_maturation,1.5193547444724655,2.8193547444724656,1.3,hypertrophic,resting,perichondrium,9.0,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stat3,STAT3,B_primary_reproducible,KO_promotes_maturation,1.4692393044799985,3.19066787590857,1.7214285714285715,hypertrophic,resting,hypertrophic,2.0,small-molecule pocket,annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eef2k,EEF2K,B_primary_reproducible,KO_promotes_maturation,1.4629795254737312,2.7629795254737317,1.3,hypertrophic,hypertrophic,perichondrium,2.0,enzyme; kinase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmeff2,TMEFF2,B_primary_reproducible,KO_promotes_maturation,1.3626616017099975,2.6626616017099978,1.3,hypertrophic,proliferative,resting,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Emp2,EMP2,B_primary_reproducible,KO_promotes_maturation,1.358554921133133,2.658554921133133,1.3,hypertrophic,resting,resting,1.0,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mitf,MITF,B_primary_reproducible,KO_promotes_maturation,1.249889884213011,2.549889884213011,1.3,hypertrophic,hypertrophic,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gp1ba,GP1BA,B_primary_reproducible,KO_promotes_maturation,1.2130220280055648,2.513022028005565,1.3,hypertrophic,proliferative,hypertrophic,1.0,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptbp1,PTBP1,A_secondary_validated,KO_promotes_maturation,1.1911375409989269,3.991137540998927,2.8,shared,hypertrophic,perichondrium,,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Padi3,PADI3,B_primary_reproducible,KO_promotes_maturation,1.1740824498197744,2.4740824498197744,1.3,hypertrophic,resting,proliferative,,enzyme; hydrolase,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Senp2,SENP2,B_primary_reproducible,KO_promotes_maturation,1.1724987911930402,2.4724987911930403,1.3,shared,hypertrophic,prehypertrophic,4.0,enzyme; protease,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Map2k4,MAP2K4,B_primary_reproducible,KO_promotes_maturation,1.1210856710708463,2.842514242499418,1.7214285714285715,shared,proliferative,perichondrium,2.0,enzyme; kinase,annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab40b,RAB40B,B_primary_reproducible,KO_promotes_maturation,1.077694196082578,2.377694196082578,1.3,proliferative,proliferative,perichondrium,,antibody-accessible,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Junb,JUNB,B_primary_reproducible,KO_promotes_maturation,1.053230125757777,2.353230125757777,1.3,hypertrophic,resting,resting,1.0,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc2a1,SLC2A1,B_primary_reproducible,KO_promotes_maturation,0.9480576905421136,3.4480576905421136,2.5,shared,resting,prehypertrophic,4.0,transporter,essential in a substantial minority of DepMap screens; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stat5a,STAT5A,B_primary_reproducible,KO_promotes_maturation,0.8904110766429816,2.5904110766429818,1.7000000000000002,proliferative,proliferative,resting,,small-molecule pocket,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Crot,CROT,B_primary_reproducible,KO_promotes_maturation,0.5867824431581001,1.8867824431581,1.3,hypertrophic,hypertrophic,proliferative,1.0,transporter,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp697,ZNF697,B_primary_reproducible,KO_promotes_maturation,0.2979561005283848,1.997956100528385,1.7000000000000002,shared,hypertrophic,prehypertrophic,2.0,,intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp2ca,PPP2CA,B_primary_reproducible,KO_promotes_maturation,0.2584042379287061,3.5798328093572773,3.321428571428571,shared,hypertrophic,hypertrophic,1.0,enzyme; phosphatase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pi4kb,PI4KB,B_primary_reproducible,KO_promotes_maturation,0.2044636715368728,2.704463671536873,2.5,shared,hypertrophic,resting,1.0,enzyme; transferase,essential in a substantial minority of DepMap screens; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Strap,STRAP,A_secondary_validated,KO_promotes_maturation,0.1852828157258459,3.4852828157258458,3.3,shared,hypertrophic,hypertrophic,,,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nae1,NAE1,B_primary_reproducible,KO_promotes_maturation,-0.2442154426712344,3.0557845573287654,3.3,shared,proliferative,prehypertrophic,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psmd2,PSMD2,B_primary_reproducible,KO_promotes_maturation,-0.3107093163123005,2.9892906836877,3.3,shared,hypertrophic,prehypertrophic,1.0,enzyme,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppa1,PPA1,B_primary_reproducible,KO_promotes_maturation,-0.3300004171703681,2.969999582829632,3.3,proliferative,hypertrophic,hypertrophic,,enzyme; hydrolase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif3g,EIF3G,B_primary_reproducible,KO_promotes_maturation,-0.5722170911018716,2.727782908898128,3.3,shared,proliferative,resting,1.0,small-molecule pocket,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kat8,KAT8,B_primary_reproducible,KO_promotes_maturation,-0.8572458618500409,2.442754138149959,3.3,shared,proliferative,prehypertrophic,3.0,epigenetic; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; chromatin/epigenetic machinery - broad transcriptional liability; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mat2a,MAT2A,B_primary_reproducible,KO_promotes_maturation,-0.8875600169991857,2.412439983000814,3.3,shared,resting,proliferative,,enzyme; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Top1,TOP1,B_primary_reproducible,KO_promotes_maturation,-0.9404880209350912,3.38094055049348,4.321428571428571,hypertrophic,proliferative,hypertrophic,1.0,enzyme; isomerase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; available compounds carry black-box warnings; annotated proto-oncogene - oncogenic liability; multiple curated cancer hallmark roles; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Polrmt,POLRMT,B_primary_reproducible,KO_promotes_maturation,-1.0493918514761624,2.2506081485238374,3.3,shared,hypertrophic,resting,,enzyme; transferase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uba1,UBA1,B_primary_reproducible,KO_promotes_maturation,-1.429276619924377,1.8707233800756229,3.3,hypertrophic,hypertrophic,resting,,enzyme; ligase,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets; intervention direction risks premature maturation and plate exhaustion,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
